rank,rider,team,b,p,year,distance_km,number_of_stages,time_sec,time_gap_to_winner_sec,result_type
133,Michel Bibollet,Fagor,,,1985,4109,24,419092,10829,time
135,Rudy Matthijs,Hitachi-Sunair-Splendor,,,1985,4109,24,419256,10993,time
136,Jan Baeyens,Lotto-Eddy Merckx-Campagnolo,,,1985,4109,24,419639,11376,time
137,Jan Bogaert,Verandalux-Nissan-Dries-Rossin,,,1985,4109,24,419758,11495,time
138,Philippe Lauraire,Fagor,,,1985,4109,24,419963,11700,time
139,Giuliano Pavanello,Santini-Selle Italia-Conti-Galli,,,1985,4109,24,420063,11800,time
140,Peter Pieters,Zor,,,1985,4109,24,420607,12344,time
141,Paul Sherwen,La Redoute,,,1985,4109,24,420756,12493,time
142,Patrick Onnockx,Lotto-Eddy Merckx-Campagnolo,,,1985,4109,24,420828,12565,time
143,Roberto Bressan,Santini-Selle Italia-Conti-Galli,,,1985,4109,24,421783,13520,time
144,Manrico Ronchiato,Santini-Selle Italia-Conti-Galli,,,1985,4109,24,423491,15228,time
1,Greg Lemond,La Vie Claire-Wonder-Radar,,,1986,4094,24,398119,0,time
2,Bernard Hinault,La Vie Claire-Wonder-Radar,,,1986,4094,24,398309,190,time
3,Urs Zimmermann,Carrera Jeans,,,1986,4094,24,398773,654,time
4,Andrew ''andy'' Hampsten,La Vie Claire-Wonder-Radar,,,1986,4094,24,399243,1124,time
5,Eric Caritoux,Fagor,,,1986,4094,24,399595,1476,time
6,Ronan Pensec,Peugeot - Shell,,,1986,4094,24,399678,1559,time
7,Niki Ruttiman,La Vie Claire-Wonder-Radar,,,1986,4094,24,399971,1852,time
8,Alvaro Pino,Zor - BH,,,1986,4094,24,400099,1980,time
9,Steven Rooks,PDM,,,1986,4094,24,400121,2002,time
10,Yvon Madiot,Systeme U,,,1986,4094,24,400126,2007,time
11,Samuel Cabrera,Reynolds-Ts Batteries,,,1986,4094,24,400247,2128,time
12,Jean-François Bernard,La Vie Claire-Wonder-Radar,,,1986,4094,24,400264,2145,time
13,Pascal Simon,Peugeot - Shell,,,1986,4094,24,400383,2264,time
14,Eduardo Chozas Olmo,Teka,,,1986,4094,24,400447,2328,time
15,Reynel Montoya,Postobon,,,1986,4094,24,400855,2736,time
16,Charly Mottet,Systeme U,,,1986,4094,24,400877,2758,time
17,Thierry Claveyrolat,RMO - Meral - Mavic,,,1986,4094,24,400879,2760,time
18,Marino Lejaretta,Seat - Orbea,,,1986,4094,24,401068,2949,time
19,Jean-Claude Bagot,Fagor,,,1986,4094,24,401217,3098,time
21,Patrocinio Jimenez,Café De Colombia-Pilas Varta,,,1986,4094,24,401461,3342,time
22,Luis ''lucho'' Herrera,Café De Colombia-Pilas Varta,,,1986,4094,24,401479,3360,time
23,Steve Bauer,La Vie Claire-Wonder-Radar,,,1986,4094,24,401481,3362,time
24,Joop Zoetemelk,Kwantum Hallen - Decosol,,,1986,4094,24,401543,3424,time
25,Jésus Blanco-Villar,Teka,,,1986,4094,24,401915,3796,time
26,Jean-René Bernaudeau,Fagor,,,1986,4094,24,401955,3836,time
27,Alfonso Flores,Café De Colombia-Pilas Varta,,,1986,4094,24,402073,3954,time
28,Bernard Gavillet,Systeme U,,,1986,4094,24,402216,4097,time
29,Peter Stevenhaagen,PDM,,,1986,4094,24,402359,4240,time
30,Jokin Mujika,Seat - Orbea,,,1986,4094,24,402380,4261,time
31,Anselmo Fuerte,Zor - BH,,,1986,4094,24,402452,4333,time
32,Primoz Cerin,Malvor-Bottecchia-Sidi,,,1986,4094,24,402599,4480,time
33,José Antonio Agudelo Gomez,Teka,,,1986,4094,24,402632,4513,time
34,Dag Otto Lauritzen,Peugeot - Shell,,,1986,4094,24,402666,4547,time
35,Robert Forest,Peugeot - Shell,,,1986,4094,24,402698,4579,time
36,Pello Ruiz-Cabestany,Seat - Orbea,,,1986,4094,24,402701,4582,time
37,Eddy Schepers,Carrera Jeans,,,1986,4094,24,402819,4700,time
38,Federico Echave,Teka,,,1986,4094,24,402852,4733,time
39,Phil Anderson,Panasonic,,,1986,4094,24,402900,4781,time
40,Jésus Rodriguez-Magro,Zor - BH,,,1986,4094,24,402928,4809,time
41,Silvano Contini,Gis-Gelati,,,1986,4094,24,403057,4938,time
42,Martin Ramirez,Fagor,,,1986,4094,24,403065,4946,time
43,Hendrik Devos,Hitachi - Marc - Splendor,,,1986,4094,24,403202,5083,time
44,Charly Berard,La Vie Claire-Wonder-Radar,,,1986,4094,24,403461,5342,time
45,Dominique Garde,Kas-Mavic,,,1986,4094,24,403470,5351,time
46,Martin Earley,Fagor,,,1986,4094,24,403549,5430,time
47,Gilles Mas,RMO - Meral - Mavic,,,1986,4094,24,403635,5516,time
48,Stephen Roche,Carrera Jeans,,,1986,4094,24,403669,5550,time
49,Erich Maechler,Carrera Jeans,,,1986,4094,24,403684,5565,time
50,Heriberto Uran,Postobon,,,1986,4094,24,403914,5795,time
51,Jan Nevens,Joker-Emerxil-Eddy Merckx,,,1986,4094,24,403954,5835,time
52,Johan Van Der Velde,Panasonic,,,1986,4094,24,403994,5875,time
53,Carlos Hernandez,Reynolds-Ts Batteries,,,1986,4094,24,404012,5893,time
54,Guy Nulens,Panasonic,,,1986,4094,24,404067,5948,time
55,Carlos Jaramillo,Postobon,,,1986,4094,24,404107,5988,time
56,Jean-Claude Leclercq,Kas-Mavic,,,1986,4094,24,404162,6043,time
57,Jean-Claude Garde,Kas-Mavic,,,1986,4094,24,404176,6057,time
58,Jean-Philippe Vandenbrande,Hitachi - Marc - Splendor,,,1986,4094,24,404202,6083,time
59,Juan-Carlos Rozas,Zor - BH,,,1986,4094,24,404230,6111,time
60,Enrique Alberto Aja Cagigas,Teka,,,1986,4094,24,404271,6152,time
61,Gérard Veldscholten,PDM,,,1986,4094,24,404296,6177,time
62,Bernard Vallet,RMO - Meral - Mavic,,,1986,4094,24,404311,6192,time
63,Bob Roll,Seven Eleven-Hoonved,,,1986,4094,24,404325,6206,time
64,Dirk De Wolf,Hitachi - Marc - Splendor,,,1986,4094,24,404376,6257,time
65,Twan Poels,Kwantum Hallen - Decosol,,,1986,4094,24,404376,6257,time
66,Ennio Vanotti,Gis-Gelati,,,1986,4094,24,404439,6320,time
67,Paul Haghedooren,Joker-Emerxil-Eddy Merckx,,,1986,4094,24,404598,6479,time
68,François Lemarchand,Fagor,,,1986,4094,24,404664,6545,time
69,Ludo Peeters,Kwantum Hallen - Decosol,,,1986,4094,24,404670,6551,time
70,Nico Emonds,Kwantum Hallen - Decosol,,,1986,4094,24,404678,6559,time
71,Manuel Cardenas Espeitia,Teka,,,1986,4094,24,404730,6611,time
72,Guido Van Calster,Zor - BH,,,1986,4094,24,404761,6642,time
73,Bruno Leali,Carrera Jeans,,,1986,4094,24,404828,6709,time
74,Beat Breu,Carrera Jeans,,,1986,4094,24,404833,6714,time
75,Inaki Gaston,Kas-Mavic,,,1986,4094,24,404874,6755,time
76,Dominique Arnaud,Reynolds-Ts Batteries,,,1986,4094,24,404953,6834,time
77,Jorgen Pedersen,Carrera Jeans,,,1986,4094,24,404991,6872,time
78,Jos Haex,Hitachi - Marc - Splendor,,,1986,4094,24,404997,6878,time
79,Julian Gorospe,Reynolds-Ts Batteries,,,1986,4094,24,405090,6971,time
80,Jeff Pierce,Seven Eleven-Hoonved,,,1986,4094,24,405136,7017,time
81,Maarten Ducrot,Kwantum Hallen - Decosol,,,1986,4094,24,405201,7082,time
82,Acacio Da Silva,Malvor-Bottecchia-Sidi,,,1986,4094,24,405204,7085,time
83,Nestor Mora,Postobon,,,1986,4094,24,405225,7106,time
84,Gerrie Knetemann,PDM,,,1986,4094,24,405227,7108,time
85,Dominique Gaigne,Systeme U,,,1986,4094,24,405286,7167,time
86,Marco-Antonio Leon,Café De Colombia-Pilas Varta,,,1986,4094,24,405368,7249,time
87,Vicente Ridaura,Seat - Orbea,,,1986,4094,24,405378,7259,time
88,Christophe Lavainne,Systeme U,,,1986,4094,24,405379,7260,time
89,Eric Van Lancker,Panasonic,,,1986,4094,24,405432,7313,time
90,Jan Van Wijk,PDM,,,1986,4094,24,405474,7355,time
91,Alessandro Pozzi,Gis-Gelati,,,1986,4094,24,405538,7419,time
92,Guido Bontempi,Carrera Jeans,,,1986,4094,24,405538,7419,time
93,Régis Simon,RMO - Meral - Mavic,,,1986,4094,24,405625,7506,time
94,Francisco-José Antequera,Zor - BH,,,1986,4094,24,405627,7508,time
95,Alain Vigneron,La Vie Claire-Wonder-Radar,,,1986,4094,24,405627,7508,time
96,Ron Kiefel,Seven Eleven-Hoonved,,,1986,4094,24,405717,7598,time
97,Philippe Leleu,La Vie Claire-Wonder-Radar,,,1986,4094,24,405742,7623,time
98,Eric Boyer,Systeme U,,,1986,4094,24,405766,7647,time
99,Jörg Muller,Kas-Mavic,,,1986,4094,24,405785,7666,time
100,Frédéric Vichot,Kas-Mavic,,,1986,4094,24,405814,7695,time
101,Gerrit Solleveld,Kwantum Hallen - Decosol,,,1986,4094,24,405859,7740,time
102,Wim Van Eynde,Joker-Emerxil-Eddy Merckx,,,1986,4094,24,405965,7846,time
103,Luc Roosen,Kwantum Hallen - Decosol,,,1986,4094,24,405967,7848,time
104,Rudy Rogiers,Hitachi - Marc - Splendor,,,1986,4094,24,405988,7869,time
105,Jan Wijnants,Hitachi - Marc - Splendor,,,1986,4094,24,405993,7874,time
106,Israël Corredor,Postobon,,,1986,4094,24,406043,7924,time
107,Fréderic Brun,Peugeot - Shell,,,1986,4094,24,406110,7991,time
108,Thierry Marie,Systeme U,,,1986,4094,24,406123,8004,time
109,Francesco Rossignoli,Carrera Jeans,,,1986,4094,24,406155,8036,time
110,Adri Van Der Poel,Kwantum Hallen - Decosol,,,1986,4094,24,406179,8060,time
111,Eric Louvel,Peugeot - Shell,,,1986,4094,24,406200,8081,time
112,Sean Yates,Peugeot - Shell,,,1986,4094,24,406239,8120,time
113,Michel Dernies,Joker-Emerxil-Eddy Merckx,,,1986,4094,24,406248,8129,time
114,Raúl Alcalá,Seven Eleven-Hoonved,,,1986,4094,24,406272,8153,time
115,Jaime Vilamajo,Seat - Orbea,,,1986,4094,24,406320,8201,time
116,Frank Hoste,Fagor,,,1986,4094,24,406345,8226,time
117,Jésus Hernandez-Ubeda,Reynolds-Ts Batteries,,,1986,4094,24,406365,8246,time
118,André Chappuis,RMO - Meral - Mavic,,,1986,4094,24,406375,8256,time
119,Jean-Luc Vandenbroucke,Kas-Mavic,,,1986,4094,24,406397,8278,time
120,Alex Stieda,Seven Eleven-Hoonved,,,1986,4094,24,406506,8387,time
121,José-Luis Laguia,Reynolds-Ts Batteries,,,1986,4094,24,406507,8388,time
122,Rudy Dhaenens,Hitachi - Marc - Splendor,,,1986,4094,24,406517,8398,time
123,Marc Gomez,Reynolds-Ts Batteries,,,1986,4094,24,406592,8473,time
124,Alain Bondue,Systeme U,,,1986,4094,24,406642,8523,time
125,Eric Vanderaerden,Panasonic,,,1986,4094,24,406669,8550,time
126,Antonio Esparza,Seat - Orbea,,,1986,4094,24,406684,8565,time
127,Guido Winterberg,La Vie Claire-Wonder-Radar,,,1986,4094,24,406965,8846,time
129,Jos Lieckens,Joker-Emerxil-Eddy Merckx,,,1986,4094,24,407080,8961,time
130,Francis Castaing,RMO - Meral - Mavic,,,1986,4094,24,407835,9716,time
131,Paul Kimmage,RMO - Meral - Mavic,,,1986,4094,24,407965,9846,time
132,Ennio Salvador,Gis-Gelati,,,1986,4094,24,408670,10551,time
1,Stephen Roche,Carrera Jeans,,,1987,4231,26,415662,0,time
2,Pedro Delgado,PDM,,,1987,4231,26,415702,40,time
3,Jean-François Bernard,Toshiba-Look-La Vie Claire,,,1987,4231,26,415795,133,time
4,Charly Mottet,Systeme U,,,1987,4231,26,416062,400,time
5,Luis ''lucho'' Herrera,Café de Colombia,,,1987,4231,26,416234,572,time
6,Fabio Parra,Café de Colombia,,,1987,4231,26,416675,1013,time
7,Laurent Fignon,Systeme U,,,1987,4231,26,416766,1104,time
8,Anselmo Fuerte,B.h.,,,1987,4231,26,416775,1113,time
9,Raúl Alcalá,Seven Eleven-Hoonved,,,1987,4231,26,416971,1309,time
10,Marino Lejaretta,Caja Rural - Orbea,,,1987,4231,26,417235,1573,time
11,Claude Criquielion,Hitachi-Marc-Rossin-Mavic,,,1987,4231,26,417494,1832,time
12,Federico Echave,B.h.,,,1987,4231,26,417528,1866,time
13,Martin Ramirez,Café de Colombia,,,1987,4231,26,417877,2215,time
14,Gérard Zadrobilek,Supermercati Brianzoli - Chateau d'Ax,,,1987,4231,26,418097,2435,time
15,Luciano Loro,Del Tongo - Colnago,,,1987,4231,26,418294,2632,time
16,Andrew ''andy'' Hampsten,Seven Eleven-Hoonved,,,1987,4231,26,418309,2647,time
17,Jean-René Bernaudeau,Fagor,,,1987,4231,26,418498,2836,time
18,Rafaël Acevedo Porras,Café de Colombia,,,1987,4231,26,418695,3033,time
19,Robert Millar,Panasonic - Isostar,,,1987,4231,26,418709,3047,time
20,Denis Roux,Z-Peugeot,,,1987,4231,26,418795,3133,time
21,Erik Breukink,Panasonic - Isostar,,,1987,4231,26,418877,3215,time
22,Pedro Munoz,Fagor,,,1987,4231,26,419229,3567,time
23,Eric Caritoux,Fagor,,,1987,4231,26,419595,3933,time
24,Omar Hernandez,Ryalcao-Manzana-Postobon,,,1987,4231,26,420112,4450,time
25,Eduardo Chozas Olmo,Teka,,,1987,4231,26,420161,4499,time
26,Nico Breu,Joker-Emerxil-Eddy Merckx,,,1987,4231,26,420464,4802,time
27,Phil Anderson,Panasonic - Isostar,,,1987,4231,26,420505,4843,time
28,Gilles Sanders,Kas-Miko-Mavic,,,1987,4231,26,420519,4857,time
29,Jesper Skibby,Roland-Skala-Chiori-Colnago,,,1987,4231,26,420535,4873,time
30,Eddy Schepers,Carrera Jeans,,,1987,4231,26,420595,4933,time
31,Guido Van Calster,B.h.,,,1987,4231,26,420869,5207,time
32,Gilles Mas,RMO - Meral - Mavic,,,1987,4231,26,420870,5208,time
33,Jean-Claude Bagot,Fagor,,,1987,4231,26,420898,5236,time
34,Martial Gayant,Systeme U,,,1987,4231,26,421019,5357,time
35,José-Salvador Sanchis,Caja Rural - Orbea,,,1987,4231,26,421068,5406,time
36,Juan-Carlos Castillo,Café de Colombia,,,1987,4231,26,421243,5581,time
37,Bruno Cornillet,Z-Peugeot,,,1987,4231,26,421279,5617,time
38,Robert Forest,Fagor,,,1987,4231,26,415661,0,time
39,Dag Otto Lauritzen,Seven Eleven-Hoonved,,,1987,4231,26,421414,5752,time
40,Christophe Lavainne,Systeme U,,,1987,4231,26,421434,5772,time
41,Jokin Mujika,Caja Rural - Orbea,,,1987,4231,26,421437,5775,time
42,Jérôme Simon,Z-Peugeot,,,1987,4231,26,421447,5785,time
43,José-Luis Laguia,PDM,,,1987,4231,26,421569,5907,time
44,Marco-Antonio Leon,Café de Colombia,,,1987,4231,26,421642,5980,time
45,Peter Stevenhaagen,PDM,,,1987,4231,26,421772,6110,time
46,Julio-César Cadena,Café de Colombia,,,1987,4231,26,421913,6251,time
47,Marc Madiot,Systeme U,,,1987,4231,26,422068,6406,time
48,Gert-Jan Theunisse,PDM,,,1987,4231,26,422447,6785,time
49,Rolf Golz,Superconfex-Kwantum-Yoko-Colnago,,,1987,4231,26,422526,6864,time
50,Jean-Claude Leclercq,Toshiba-Look-La Vie Claire,,,1987,4231,26,422542,6880,time
51,Fabian Fuchs,Hitachi-Marc-Rossin-Mavic,,,1987,4231,26,422573,6911,time
52,Roque De La Cruz,Caja Rural - Orbea,,,1987,4231,26,422598,6936,time
53,Pascal Simon,Z-Peugeot,,,1987,4231,26,422761,7099,time
54,Dominique Garde,Toshiba-Look-La Vie Claire,,,1987,4231,26,422806,7144,time
55,Silvano Contini,Del Tongo - Colnago,,,1987,4231,26,422817,7155,time
56,Eric Van Lancker,Panasonic - Isostar,,,1987,4231,26,422848,7186,time
57,Bernard Gavillet,Systeme U,,,1987,4231,26,422880,7218,time
58,Enrique Alberto Aja Cagigas,Teka,,,1987,4231,26,422910,7248,time
59,Charly Berard,Toshiba-Look-La Vie Claire,,,1987,4231,26,422953,7291,time
60,Bernard Vallet,RMO - Meral - Mavic,,,1987,4231,26,423141,7479,time
61,Guy Nulens,Panasonic - Isostar,,,1987,4231,26,423208,7546,time
62,Kim Andersen,Toshiba-Look-La Vie Claire,,,1987,4231,26,423210,7548,time
63,Nestor Mora,Ryalcao-Manzana-Postobon,,,1987,4231,26,423229,7567,time
64,Acacio Da Silva,Kas-Miko-Mavic,,,1987,4231,26,423669,8007,time
65,Martin Earley,Fagor,,,1987,4231,26,423724,8062,time
66,Philippe Bouvatier,B.h.,,,1987,4231,26,423812,8150,time
67,Pascal Poisson,Systeme U,,,1987,4231,26,423827,8165,time
68,Jorgen Pedersen,Carrera Jeans,,,1987,4231,26,423867,8205,time
69,Argemiro Bohorquez,Café de Colombia,,,1987,4231,26,423997,8335,time
70,Adrian Timmis,A.n.c-Halfords-Lycra,,,1987,4231,26,424023,8361,time
71,Jos Haex,Hitachi-Marc-Rossin-Mavic,,,1987,4231,26,424111,8449,time
72,Régis Clere,Teka,,,1987,4231,26,424143,8481,time
73,Yvon Madiot,Systeme U,,,1987,4231,26,424179,8517,time
74,Steve Bauer,Toshiba-Look-La Vie Claire,,,1987,4231,26,424343,8681,time
75,François Lemarchand,Fagor,,,1987,4231,26,424479,8817,time
76,Jean-Philippe Vandenbrande,Hitachi-Marc-Rossin-Mavic,,,1987,4231,26,424600,8938,time
77,Jean-François Rault,RMO - Meral - Mavic,,,1987,4231,26,424668,9006,time
78,Jésus Rodriguez-Magro,Teka,,,1987,4231,26,424670,9008,time
79,Marc Gomez,Reynolds-Seur-Sada,,,1987,4231,26,424722,9060,time
80,Gilbert Duclos-Lassalle,Z-Peugeot,,,1987,4231,26,424743,9081,time
81,Alessandro Pozzi,Del Tongo - Colnago,,,1987,4231,26,424770,9108,time
82,Ron Kiefel,Seven Eleven-Hoonved,,,1987,4231,26,424876,9214,time
83,Julian Gorospe,Reynolds-Seur-Sada,,,1987,4231,26,425033,9371,time
84,Teun Van Vliet,Panasonic - Isostar,,,1987,4231,26,425236,9574,time
85,Erich Maechler,Carrera Jeans,,,1987,4231,26,425263,9601,time
86,Alfred Achermann,Kas-Miko-Mavic,,,1987,4231,26,425358,9696,time
87,Thierry Marie,Systeme U,,,1987,4231,26,425383,9721,time
88,Jeff Pierce,Seven Eleven-Hoonved,,,1987,4231,26,425404,9742,time
89,Gerrie Knetemann,PDM,,,1987,4231,26,425449,9787,time
90,Raimund Dietzen,Teka,,,1987,4231,26,425461,9799,time
91,Théo De Rooy,Panasonic - Isostar,,,1987,4231,26,425485,9823,time
92,Fréderic Brun,Z-Peugeot,,,1987,4231,26,425534,9872,time
93,Stefan Morjean,Hitachi-Marc-Rossin-Mavic,,,1987,4231,26,425737,10075,time
94,Angel Ocana,Reynolds-Seur-Sada,,,1987,4231,26,425781,10119,time
95,Henk Lubberding,Panasonic - Isostar,,,1987,4231,26,425930,10268,time
97,Miguel Indurain,Reynolds-Seur-Sada,,,1987,4231,26,426053,10391,time
98,Jonathan Boyer,Seven Eleven-Hoonved,,,1987,4231,26,426089,10427,time
99,Jörg Muller,PDM,,,1987,4231,26,426106,10444,time
100,Celestino Prieto,Kas-Miko-Mavic,,,1987,4231,26,426164,10502,time
101,Christobal Perez,Café de Colombia,,,1987,4231,26,426362,10700,time
102,Giancarlo Perini,Carrera Jeans,,,1987,4231,26,426380,10718,time
103,Kvetoslav Palov,A.n.c-Halfords-Lycra,,,1987,4231,26,426406,10744,time
104,Luc Roosen,Superconfex-Kwantum-Yoko-Colnago,,,1987,4231,26,426432,10770,time
105,Adri Van Der Poel,PDM,,,1987,4231,26,426446,10784,time
106,Peter Hilse,Teka,,,1987,4231,26,426548,10886,time
107,Roland Le Clerc,Caja Rural - Orbea,,,1987,4231,26,426646,10984,time
108,Jésus Hernandez-Ubeda,Reynolds-Seur-Sada,,,1987,4231,26,426711,11049,time
109,Massimo Ghirotto,Carrera Jeans,,,1987,4231,26,426759,11097,time
110,Brian Sörensen,Roland-Skala-Chiori-Colnago,,,1987,4231,26,426955,11293,time
111,Davide Cassani,Carrera Jeans,,,1987,4231,26,427095,11433,time
112,Guido Winterberg,Toshiba-Look-La Vie Claire,,,1987,4231,26,427208,11546,time
113,José-Luis Navarro,B.h.,,,1987,4231,26,427220,11558,time
114,Pascal Jules,Caja Rural - Orbea,,,1987,4231,26,427229,11567,time
115,Michel Dernies,Joker-Emerxil-Eddy Merckx,,,1987,4231,26,427235,11573,time
116,Rudy Patry,Roland-Skala-Chiori-Colnago,,,1987,4231,26,427347,11685,time
117,Francisco-José Antequera,B.h.,,,1987,4231,26,427435,11773,time
118,Manuel-Jorge Dominguez,B.h.,,,1987,4231,26,427460,11798,time
119,Guido Bontempi,Carrera Jeans,,,1987,4231,26,427463,11801,time
120,Alessandro Piovani,Del Tongo - Colnago,,,1987,4231,26,427599,11937,time
121,Jan Wijnants,Hitachi-Marc-Rossin-Mavic,,,1987,4231,26,427621,11959,time
122,Herman Frison,Roland-Skala-Chiori-Colnago,,,1987,4231,26,427639,11977,time
123,André Chappuis,RMO - Meral - Mavic,,,1987,4231,26,427740,12078,time
124,Jelle Nijdam,Superconfex-Kwantum-Yoko-Colnago,,,1987,4231,26,427740,12078,time
125,Patrick Verschueren,Roland-Skala-Chiori-Colnago,,,1987,4231,26,427847,12185,time
126,Wim Van Eynde,Joker-Emerxil-Eddy Merckx,,,1987,4231,26,427882,12220,time
127,Gerrit Solleveld,Superconfex-Kwantum-Yoko-Colnago,,,1987,4231,26,427923,12261,time
128,Carlos Hernandez,Teka,,,1987,4231,26,427943,12281,time
129,Stefano Allocchio,Supermercati Brianzoli - Chateau d'Ax,,,1987,4231,26,428438,12776,time
130,Jean-Paul Van Poppel,Superconfex-Kwantum-Yoko-Colnago,,,1987,4231,26,428627,12965,time
131,Jan Goessens,Joker-Emerxil-Eddy Merckx,,,1987,4231,26,428652,12990,time
132,Jos Lieckens,Joker-Emerxil-Eddy Merckx,,,1987,4231,26,429450,13788,time
133,Guy Gallopin,A.n.c-Halfords-Lycra,,,1987,4231,26,430255,14593,time
134,Jean-Louis Gauthier,Z-Peugeot,,,1987,4231,26,430380,14718,time
135,Mathieu Hermans,Caja Rural - Orbea,,,1987,4231,26,431472,15810,time
1,Pedro Delgado,Reynolds,,,1988,3286,23,304073,0,time
2,Steven Rooks,P.d.m,,,1988,3286,23,304506,433,time
3,Fabio Parra,Kelme,,,1988,3286,23,304671,598,time
4,Steve Bauer,Weinmann-La Suisse-S.m.m. Uster,,,1988,3286,23,304808,735,time
5,Eric Boyer,Systeme U,,,1988,3286,23,304917,844,time
6,Luis ''lucho'' Herrera,Café de Colombia,,,1988,3286,23,304949,876,time
7,Ronan Pensec,Z-Peugeot,,,1988,3286,23,305085,1012,time
8,Alvaro Pino,B.h.,,,1988,3286,23,305189,1116,time
9,Peter Winnen,Panasonic - Isostar,,,1988,3286,23,305225,1152,time
10,Denis Roux,Z-Peugeot,,,1988,3286,23,305281,1208,time
11,Gert-Jan Theunisse,P.d.m,,,1988,3286,23,305439,1366,time
12,Erik Breukink,Panasonic - Isostar,,,1988,3286,23,305459,1386,time
13,Laudelino Cubino Gonzalez,B.h.,,,1988,3286,23,305499,1426,time
14,Claude Criquielion,Hitachi-Bosal-B.c.e,,,1988,3286,23,305545,1472,time
15,Andrew ''andy'' Hampsten,Seven Eleven-Hoonved,,,1988,3286,23,305633,1560,time
16,Marino Lejaretta,Caja Rural - Orbea,,,1988,3286,23,305669,1596,time
17,Pascal Simon,Systeme U,,,1988,3286,23,305792,1719,time
18,Eric Caritoux,KAS - Canal 10 - Mavic,,,1988,3286,23,305817,1744,time
19,Jérôme Simon,Z-Peugeot,,,1988,3286,23,305852,1779,time
20,Raúl Alcalá,Seven Eleven-Hoonved,,,1988,3286,23,305947,1874,time
21,Gérard Zadrobilek,Weinmann-La Suisse-S.m.m. Uster,,,1988,3286,23,306002,1929,time
22,Roberto Visentini,Carrera Jeans - Vagabond,,,1988,3286,23,306076,2003,time
23,Thierry Claveyrolat,RMO - Liberia - Mavic,,,1988,3286,23,306342,2269,time
24,Jaanusz Kuum,A.d.r. - I.o.c.,,,1988,3286,23,306406,2333,time
25,Federico Echave,B.h.,,,1988,3286,23,306430,2357,time
26,Jorgen Pedersen,B.h.,,,1988,3286,23,306437,2364,time
27,Jörg Muller,P.d.m,,,1988,3286,23,306526,2453,time
28,Frédéric Vichot,Weinmann-La Suisse-S.m.m. Uster,,,1988,3286,23,306593,2520,time
29,Peter Stevenhaagen,P.d.m,,,1988,3286,23,306800,2727,time
30,Eduardo Chozas Olmo,Kelme,,,1988,3286,23,306818,2745,time
31,Samuel Cabrera,Café de Colombia,,,1988,3286,23,306839,2766,time
32,Philippe Bouvatier,B.h.,,,1988,3286,23,306967,2894,time
33,Marc Sergeant,Hitachi-Bosal-B.c.e,,,1988,3286,23,307037,2964,time
34,Dag Otto Lauritzen,Seven Eleven-Hoonved,,,1988,3286,23,307081,3008,time
35,Jésus Blanco-Villar,Teka,,,1988,3286,23,307401,3328,time
36,Gilbert Duclos-Lassalle,Z-Peugeot,,,1988,3286,23,307514,3441,time
37,Jean-Philippe Vandenbrande,Hitachi-Bosal-B.c.e,,,1988,3286,23,307550,3477,time
38,Guy Nulens,Panasonic - Isostar,,,1988,3286,23,307626,3553,time
39,Jean-Claude Bagot,Fagor,,,1988,3286,23,307660,3587,time
40,Charly Berard,Fagor,,,1988,3286,23,307681,3608,time
41,Edgar Corredor,Café de Colombia,,,1988,3286,23,307753,3680,time
42,Julio-César Cadena,Café de Colombia,,,1988,3286,23,307761,3688,time
43,Niki Ruttiman,Weinmann-La Suisse-S.m.m. Uster,,,1988,3286,23,307776,3703,time
44,Henri Abadie,Z-Peugeot,,,1988,3286,23,307792,3719,time
45,Gérard Veldscholten,Weinmann-La Suisse-S.m.m. Uster,,,1988,3286,23,307825,3752,time
46,Sean Kelly,KAS - Canal 10 - Mavic,,,1988,3286,23,307847,3774,time
47,Miguel Indurain,Reynolds,,,1988,3286,23,307868,3795,time
48,Dominique Arnaud,Reynolds,,,1988,3286,23,308124,4051,time
49,Israël Corredor,Café de Colombia,,,1988,3286,23,308143,4070,time
50,Michaël Wilson,Weinmann-La Suisse-S.m.m. Uster,,,1988,3286,23,308244,4171,time
51,Patrocinio Jimenez,Café de Colombia,,,1988,3286,23,308268,4195,time
52,Jésus Rodriguez-Magro,Reynolds,,,1988,3286,23,308350,4277,time
53,Jon Unzaga,KAS - Canal 10 - Mavic,,,1988,3286,23,308410,4337,time
54,Johnny Weltz,Fagor,,,1988,3286,23,308442,4369,time
55,Jean-Claude Colotti,RMO - Liberia - Mavic,,,1988,3286,23,308573,4500,time
56,Jos Haex,Hitachi-Bosal-B.c.e,,,1988,3286,23,308589,4516,time
57,Mariano Sanchez,Teka,,,1988,3286,23,308639,4566,time
58,Jean-Claude Leclercq,Weinmann-La Suisse-S.m.m. Uster,,,1988,3286,23,308714,4641,time
59,Sean Yates,Fagor,,,1988,3286,23,308718,4645,time
60,Julian Gorospe,Reynolds,,,1988,3286,23,308726,4653,time
61,Jan Nevens,Sigma-Fina-Diamant,,,1988,3286,23,308764,4691,time
62,Gianni Bugno,Chateau d'Ax,,,1988,3286,23,308822,4749,time
63,Jokin Mujika,Caja Rural - Orbea,,,1988,3286,23,308828,4755,time
64,Enrique Alberto Aja Cagigas,Teka,,,1988,3286,23,308865,4792,time
65,Philippe Leleu,Toshiba,,,1988,3286,23,308984,4911,time
66,Marc Madiot,Toshiba,,,1988,3286,23,309027,4954,time
67,Christophe Lavainne,Systeme U,,,1988,3286,23,309027,4954,time
